BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE
Brokered by Prime Properties Long Island,Co-op,699000,2,2,1400.0,Forest Hills,"110-20 71st Rd Unit 905/6Forest Hills, NY 11375",New York,Queens County,Queens,40.7216499,-73.84119
Brokered by Douglas Elliman  -111 Fifth Ave,Pending,950000,1,1,2184.207862,New York,"82 Charles St Apt 5RNew York, NY 10014",New York,New York County,New York,40.7346124,-74.0039065
Brokered by E Realty International Corp,Multi-family home,1208000,11,6,5160.0,College Point,"10-45 115th StCollege Point, NY 11356",United States,New York,Queens County,40.787452,-73.8521292
Brokered by CENTURY 21 Milestone Realty,House,749000,5,4,2184.207862,Ozone Park,"105-47 88 StOzone Park, NY 11417",United States,New York,Queens County,40.6785851,-73.8497745
Brokered by Great Success Realty Inc,Multi-family home,1800000,5,2,2184.207862,Brooklyn,"455 Irving AveBrooklyn, NY 11237",United States,New York,Kings County,40.6958927,-73.9084857
Brokered by COMPASS,Condo,1025000,1,1,787.0,Manhattan,"105 Norfolk St Apt 3AManhattan, NY 10002",New York,New York County,New York,40.7188873,-73.9873574
Brokered by Douglas Elliman - 936 Broadway,Condo,2449000,3,2,1744.0,New York,"90 E End Ave Apt 6BNew York, NY 10028",New York,New York County,New York,40.7735704,-73.9461541
Brokered by Keller Williams Realty Greater Nassau,House,659000,3,2,1460.0,Staten Island,"59 Saint Johns AveStaten Island, NY 10305",United States,New York,Richmond County,40.6114323,-74.0667876
Brokered by EXIT ALL SEASONS REALTY,Multi-family home,1499000,7,4,3570.0,Maspeth,"57-19 64th StMaspeth, NY 11378",United States,New York,Queens County,40.7221698,-73.9011088
Brokered by COMPASS,Condo,700000,3,1,474.0,Manhattan,"246 Spring St Unit 4111Manhattan, NY 10013",New York,New York County,New York,40.7253082,-74.005407
Brokered by All Area Brokerage Inc,Co-op,235000,3,1,2184.207862,Woodside,"65-15 38th Ave Unit 2NWoodside, NY 11377",New York,Queens County,Queens,40.7469399,-73.8986099
Brokered by COMPASS,Co-op,700000,2,1,900.0,Manhattan,"315 E 70th St Apt 9DManhattan, NY 10021",New York,New York County,New York,40.7673126,-73.9584378
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse,4895000,4,4,3622.0,New York,"66 Reade St Unit ThNew York, NY 10007",United States,New York,New York County,40.7151591,-74.006685
Brokered by Corcoran East Side,Condo,2350000,4,2,1847.0,New York,"375 W 123rd St # 7BNew York, NY 10027",New York,New York County,New York,40.8101077,-73.9546373
Brokered by Winzone Realty Inc,Condo,456000,1,1,2184.207862,Elmhurst,"42-39 Judge St Unit 2BElmhurst, NY 11373",New York,Queens County,Queens,40.7442352,-73.8797855
Brokered by RE MAX Elite,Multi-family home,1190000,5,4,3720.0,Staten Island,"334 Bethel AveStaten Island, NY 10307",United States,New York,Richmond County,40.5153019,-74.2352069
"Brokered by Nest Seekers International, Midtown",Condo,5350000,3,4,2491.0,New York,"522 W 29th St Apt 3ANew York, NY 10001",New York,New York County,New York,40.7518261,-74.002774
Brokered by Graceful Realty LLC,Co-op,335000,2,1,2184.207862,Little Neck,"60-29 Marathon Pkwy Unit LowerLittle Neck, NY 11362",United States,New York,Queens County,40.7576854,-73.7298343
Brokered by RE MAX Real Estate Professionals,Condo,628000,3,2,1097.0,Brooklyn,"238 56th St Apt 1FBrooklyn, NY 11220",New York,Kings County,Brooklyn,40.6449894,-74.0196153
Brokered by Keller Williams Ny Realty,House,710000,2,2,2250.0,Bronx,"4067 Murdock AveBronx, NY 10466",United States,New York,Bronx County,40.8926424,-73.8409541
Brokered by R A L ENTERPRISES,House,790000,4,2,1744.0,Brooklyn,"966 E 42nd StBrooklyn, NY 11210",United States,New York,Kings County,40.631398,-73.9361773
Brokered by Corcoran Park Slope,House,1300000,3,2,2184.207862,Brooklyn,"3883 Bedford AveBrooklyn, NY 11229",United States,New York,Kings County,40.6074439,-73.9477154
Brokered by Douglas Elliman - 1995 Broadway,Co-op,800000,2,1,900.0,New York,"425 E 79th St Apt 7CNew York, NY 10075",New York,New York County,New York,40.7720929,-73.9514513
Brokered by CENTURY 21 Achievers,House,699000,3,2,522.0,Brooklyn,"1372 E 57th StBrooklyn, NY 11234",United States,New York,Kings County,40.6200647,-73.9203764
Brokered by COMPASS,Condo,1750000,1,1,2184.207862,Manhattan,"502 Park Ave Apt 12KManhattan, NY 10022",New York,New York County,New York,40.7632867,-73.9700993
Brokered by Jamie & Connie Real Estate Grp,Co-op,416000,3,1,950.0,Flushing,"38-15 149th St Unit 2JFlushing, NY 11354",New York,Queens County,Queens,40.763716,-73.816271
"Brokered by Neuhaus Realty, Inc.",Contingent,225000,1,1,650.0,Staten Island,"17 Seth Ct Unit BStaten Island, NY 10301",New York,Richmond County,Staten Island,40.6185653,-74.0948312
Brokered by COMPASS,Co-op,499000,1,1,800.0,Brooklyn,"150 Hawthorne St Apt 5DBrooklyn, NY 11225",New York,Kings County,Brooklyn,40.6573594,-73.9554071
Brokered by Douglas Elliman - 575 Madison Ave,Co-op,425000,3,1,2184.207862,New York,"513 E 5th St Apt 2ANew York, NY 10009",New York,New York County,New York,40.7247015,-73.9835768
Brokered by East Coast REALTORS Inc,Co-op,220000,1,1,2184.207862,Middle Village,"61-88 Dry Harbor Rd Unit LhMiddle Village, NY 11379",United States,New York,Queens County,40.7257927,-73.8727767
Brokered by Re/Max In The City,Co-op,140000,3,1,507.0,Bronx,"4295 Webster Ave Apt 6KBronx, NY 10470",New York,Bronx County,The Bronx,40.8992144,-73.8624103
Brokered by COMPASS,Condo,2400000,2,2,1375.0,Manhattan,"12 E 88th St Apt 9CManhattan, NY 10128",New York,New York County,New York,40.782249,-73.958665
Brokered by COMPASS,Co-op,5995000,3,2,4200.0,Manhattan,"17 White St Apt 3BManhattan, NY 10013",New York,New York County,New York,40.7190306,-74.0054491
Brokered by Keystone Realty USA Corp,Multi-family home,988888,5,3,2184.207862,Brooklyn,"195 Mother Gaston BlvdBrooklyn, NY 11233",United States,New York,Kings County,40.6748665,-73.908063
Brokered by Douglas Elliman - 1995 Broadway,Co-op,369000,3,1,2184.207862,New York,"125 W 96th St Apt 1CNew York, NY 10025",New York,New York County,New York,40.7935524,-73.9687728
Brokered by KELLER WILLIAMS REALTY EMPIRE,Multi-family home,2850000,15,7,6000.0,Brooklyn,"2135 E 13th StBrooklyn, NY 11229",United States,New York,Kings County,40.5977433,-73.9578638
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo,5799000,3,4,2497.0,Brooklyn,"1 John St Apt 4BBrooklyn, NY 11201",Kings County,Brooklyn,Dumbo,40.7046228,-73.9878238
"Brokered by Dom Realty, Inc",Co-op,229000,3,1,500.0,Brooklyn,"2727 Ocean Pkwy Apt D6Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5822648,-73.9666622
Brokered by Apple Realty Group Corp,Co-op,235000,1,1,2184.207862,Flushing,"68-05 138th St Unit 1AFlushing, NY 11367",New York,Queens County,Queens,40.7315119,-73.8286528
Brokered by COMPASS,Condo,3500000,3,2,1896.0,Brooklyn,"189 Prospect Pl Apt 2Brooklyn, NY 11238",New York,Kings County,Brooklyn,40.6781953,-73.9702616
Brokered by Momentum Real Estate Llc,House,1288000,3,2,1538.0,Brooklyn,"2421 82nd StBrooklyn, NY 11214",11214,United States,New York,40.6013215,-73.986412
Brokered by Corcoran Chelsea/Flatiron,Co-op,875000,1,1,2184.207862,New York,"225 W 25th St Apt 3FNew York, NY 10001",New York,New York County,New York,40.7459915,-73.9956777
"Brokered by Robert Defalco Realty, Inc.",Multi-family home,1099000,6,5,3816.0,Staten Island,"730 Bay StStaten Island, NY 10304",United States,New York,Richmond County,40.6241719,-74.0746007
Brokered by Corcoran Park Slope,Pending,1795000,2,2,2184.207862,Brooklyn,"420 12th St Apt H1LBrooklyn, NY 11215",New York,Kings County,Brooklyn,40.6646996,-73.9831407
NoBroker,Townhouse,579000,3,2,2184.207862,Richmond Hill South,"103-12 114th StRichmond Hill South, NY 11419",United States,New York,Queens County,40.6863457,-73.8292298
Brokered by Tscherne Realty Inc,House,868000,3,2,1690.0,Middle Village,"64-13 79th StMiddle Village, NY 11379",United States,New York,Queens County,40.7187347,-73.875063
Brokered by Real Broker NY LLC,House,699900,5,1,1827.0,Woodhaven,"87-37 90th StWoodhaven, NY 11421",United States,New York,Queens County,40.6917678,-73.8540537
Brokered by Coldwell Banker American Homes,House,559900,3,2,2184.207862,Saint Albans,"116-42 204th StSaint Albans, NY 11412",United States,New York,Queens County,40.6957516,-73.7490297
Brokered by Keller Williams NYC,Co-op,650000,3,1,2184.207862,New York,"100 Bank St Apt 4FNew York, NY 10014",New York,New York County,New York,40.7362367,-74.0070136
Brokered by CENTURY 21 METRO STAR,Condo,209000,1,1,2184.207862,Bronx,"1470 East Ave Apt 4DBronx, NY 10462",New York,Bronx County,The Bronx,40.836532,-73.859174
Brokered by COMPASS,Co-op,1695000,3,2,2184.207862,Manhattan,"80 E End Ave Apt 8EManhattan, NY 10028",New York County,New York,Manhattan,40.7731502,-73.9462859
Brokered by Clarke Realty,House,570000,3,2,1728.0,Bronx,"2953 Pearsall AveBronx, NY 10469",United States,New York,Bronx County,40.869166,-73.8520258
Brokered by Keller Williams Realty Greater Nassau,Co-op,419800,2,1,1000.0,Forest Hills,"72-81 113th St Unit 5MForest Hills, NY 11375",New York,Queens County,Queens,40.7199582,-73.8357232
Brokered by The Agency,Contingent,1875000,3,2,2184.207862,New York,"140 E 81st St Apt 12ANew York, NY 10028",New York,New York County,New York,40.7760492,-73.9577296
"Brokered by CORE Group Marketing, LLC",Condo,5900000,3,3,2706.0,New York,"241 Fifth Ave Ph 15New York, NY 10016",New York,New York County,New York,40.744213,-73.987241
Brokered by Coldwell Banker Reliable Real Estate,Multi-family home,4000000,32,12,7200.0,New York,"154 E 105th StNew York, NY 10029",United States,New York,New York County,40.791206,-73.946512
Brokered by Oxford Property Group,Condo,1450000,2,2,1175.0,New York,"123 Washington St Apt 33BNew York, NY 10006",New York,New York County,New York,40.7092191,-74.0137534
Brokered by Housebiz Realty Inc.,Multi-family home,975000,7,4,1920.0,Bronx,"1392 Commonwealth AveBronx, NY 10472",United States,New York,Bronx County,40.8345273,-73.8686683
Brokered by Halo Realty Properties LLC,Co-op,210000,3,1,550.0,Rego Park,"9710 62nd Dr Apt 2NRego Park, NY 11374",New York,Queens County,Queens,40.7323502,-73.8611654
Brokered by COMPASS,Co-op,310000,1,1,2184.207862,Bronx,"5700 Arlington Ave Apt 2SBronx, NY 10471",New York,Bronx County,The Bronx,40.9069228,-73.9062512
Brokered by OFFICIAL,Townhouse,8575000,6,6,5500.0,New York,"161 E 63rd StNew York, NY 10065",United States,New York,New York County,40.7645068,-73.9653462
Brokered by Corcoran West Side,Multi-family home,1895000,5,4,2184.207862,Brooklyn,"595 Van Buren StBrooklyn, NY 11221",United States,New York,Kings County,40.6925254,-73.9260278
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op,10500000,5,6,2184.207862,New York,"955 5th Ave # 4 & 5ANew York, NY 10075",United States,New York,New York County,40.7753473,-73.9646138
"Brokered by CORE Group Marketing, LLC",Condo,2990000,3,2,1721.0,New York,"77 Greenwich St Apt 16ANew York, NY 10006",New York,New York County,New York,40.7074175,-74.0135328
Brokered by Corcoran Brooklyn Heights,Co-op,440000,2,1,2184.207862,Brooklyn,"1405 Prospect Pl Apt B11Brooklyn, NY 11213",New York,Kings County,Brooklyn,40.6733835,-73.9300041
Brokered by All Island Estates Realty Corp,Land,650000,3,2,2184.207862,Hollis,"191-43 Foothill AveHollis, NY 11423",United States,New York,Queens County,40.7175476,-73.7702388
Brokered by Highline Residential,House,600000,2,2,2184.207862,Brooklyn,"571 Watkins St Unit 1Brooklyn, NY 11212",New York,Kings County,Brooklyn,40.6585229,-73.9047396
Brokered by Charles Rutenberg Realty Inc,Co-op,160000,3,1,2184.207862,Corona,"99-35 59 Ave Unit 5LCorona, NY 11368",New York,Queens County,Queens,40.7376451,-73.8581248
Brokered by RE MAX Distinguished Homes & Properties,House,599900,3,2,1534.0,Bronx,"1618 Adee AveBronx, NY 10469",United States,New York,Bronx County,40.8697604,-73.8408611
Brokered by Ny Management,Multi-family home,2499000,7,4,2184.207862,Brooklyn,"1159 52nd StBrooklyn, NY 11219",United States,New York,Kings County,40.6352404,-73.9966562
Brokered by RE MAX Real Estate Professionals,Multi-family home,1850000,7,3,2240.0,Brooklyn,"1517 66th StBrooklyn, NY 11219",United States,New York,Kings County,40.6225358,-73.9970748
NoBroker,Condo,888000,3,2,1700.0,Brooklyn,"956 79th St Unit 1BBrooklyn, NY 11228",New York,Kings County,Brooklyn,40.6226046,-74.0176964
Brokered by Wallace Enrique,Multi-family home,500000,3,2,2184.207862,Bronx,"438 E 141st StBronx, NY 10454",United States,New York,Bronx County,40.810301,-73.9202983
Brokered by COMPASS,Condo,1995000,1,2,910.0,Manhattan,"29 W 85th St Unit 1Manhattan, NY 10024",New York,New York County,New York,40.7852077,-73.9706676
Brokered by RE/MAX Elite,Contingent,495000,2,3,1200.0,Staten Island,"6218 Amboy RdStaten Island, NY 10309",United States,New York,Richmond County,40.5240094,-74.2133774
Brokered by Keller Williams Realty NYC Grp,House,599000,3,2,1690.0,Bronx,"1466 Stickney PlBronx, NY 10469",United States,New York,Bronx County,40.88047,-73.8503054
Brokered by EXP Realty,Co-op,178000,3,1,719.0,Forest Hills,"61-20 Grand Central Pkwy Unit B1210Forest Hills, NY 11375",United States,New York,Queens County,40.7379227,-73.8470718
Brokered by Re/Max In The City,Co-op,279900,1,1,850.0,Bronx,"679 W 239th Ave Unit 3KBronx, NY 10463",New York,Bronx County,The Bronx,40.8901764,-73.9146261
Brokered by Corcoran East Side,House,9000000,3,2,2184.207862,Brooklyn,"8710 5th AveBrooklyn, NY 11209",United States,New York,Kings County,40.6207751,-74.0273954
Brokered by CENTURY 21 Milestone Realty,Co-op,119000,3,1,2184.207862,Jamaica,"89-00 170 St Unit 11NJamaica, NY 11432",New York,Queens County,Queens,40.7095699,-73.79113
Brokered by Brown Harris Stevens,Co-op,935000,2,2,1150.0,Manhattan,"166 E 96th St Apt 6AManhattan, NY 10128",New York,New York County,New York,40.7856236,-73.9507052
Brokered by COMPASS,Pending,750000,3,2,1260.0,Manhattan,"1947 Adam Clayton Powell Jr Blvd Apt 1Manhattan, NY 10026",United States,New York,New York County,40.8040569,-73.951435
Brokered by NEXT - NextStopNY,Co-op,318000,3,1,450.0,New York,"200 E 36th St Apt 4JNew York, NY 10016",New York,New York County,New York,40.7467649,-73.976998
Brokered by Winzone Realty Inc,House,3399000,7,2,3446.0,Kew Gardens,"119-12 83rd AveKew Gardens, NY 11415",United States,New York,Queens County,40.7082867,-73.8335669
Brokered by P R O Links Realty Inc,Townhouse,528000,2,2,2184.207862,Jamaica,"114-03 Inwood StJamaica, NY 11436",United States,New York,Queens County,40.6850187,-73.7977904
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Townhouse,7800000,7,8,7200.0,New York,"120 E 61st StNew York, NY 10065",United States,New York,New York County,40.7636541,-73.9681695
Brokered by Keller Williams Realty Liberty,Co-op,199888,1,1,2184.207862,Howard Beach,"153-25 88 St Unit 4EHoward Beach, NY 11414",New York,Queens County,Queens,40.6661012,-73.8471882
Brokered by Douglas Elliman - 936 Broadway,Multi-family home,5950000,6,5,2184.207862,New York,"416 E 50th StNew York, NY 10022",United States,New York,New York County,40.7534926,-73.9655356
"Brokered by John Edwards Real Estate, Inc.",Co-op,315000,2,1,1000.0,Bronx,"3935 Blackstone Ave Apt 1ABronx, NY 10471",New York,Bronx County,The Bronx,40.890384,-73.9117878
Brokered by Corcoran East Side,Co-op,899000,1,1,2184.207862,New York,"300 E 54th St Apt 34ANew York, NY 10022",New York,New York County,New York,40.7570928,-73.9663495
Brokered by Douglas Elliman - Bayside,Multi-family home,2050000,4,2,1760.0,Brooklyn,"174 Eagle StBrooklyn, NY 11222",United States,New York,Kings County,40.735132,-73.9536334
Brokered by Corcoran Williamsburg Bedford,Condo,615000,2,1,733.0,Queens,"148-09 Northern Blvd Apt 4FQueens, NY 11354",United States,New York,Queens County,40.7654814,-73.8178731
Brokered by Douglas Elliman - 575 Madison Ave,Co-op,385000,3,1,440.0,New York,"400 W 58th St Apt 4BNew York, NY 10019",New York,New York County,New York,40.7682097,-73.9846027
"Brokered by Tom Crimmins Realty, Ltd.",Condo,209000,1,1,650.0,Staten Island,"1000 Clove Rd Apt 5DStaten Island, NY 10301",New York,Richmond County,Staten Island,40.6202645,-74.1099106
"Brokered by Apaus, Inc",Co-op,259000,3,1,590.0,Jackson Heights,"35-35 75th St Unit 225Jackson Heights, NY 11372",New York,Queens County,Queens,40.7510999,-73.89118
Brokered by Modlin Group LLC,Co-op,695000,1,1,2184.207862,New York,"303 W 66th St Apt 11JWNew York, NY 10023",New York,New York County,New York,40.776554,-73.9876401
Brokered by Winzone Realty Inc,Multi-family home,1980000,3,3,3536.0,Brooklyn,"2635 E 19th StBrooklyn, NY 11235",United States,New York,Kings County,40.5875466,-73.9501033
Brokered by COMPASS,Co-op,1950000,2,2,2184.207862,Manhattan,"350 Bleecker St Unit 3WXManhattan, NY 10014",New York,New York County,New York,40.7341122,-74.004816
Brokered by TREBACH REALTY INC,Pending,1595000,4,2,2627.0,Bronx,"519 Tulfan TerBronx, NY 10463",United States,New York,Bronx County,40.8872408,-73.9082189
Brokered by Han Tang Realty Inc.,Multi-family home,919000,6,3,1760.0,Bronx,"2039 Continental AveBronx, NY 10461",United States,New York,Bronx County,40.8529073,-73.830339
Brokered by Coleman Real Estate Team,House,285000,3,2,2184.207862,Brooklyn,"372 Atkins AveBrooklyn, NY 11208",United States,New York,Kings County,40.6695084,-73.8779921
Brokered by Brown Harris Stevens,Co-op,499000,3,2,1200.0,Bronx,"1100 Grand Concourse Apt 2FBronx, NY 10456",New York,Bronx County,The Bronx,40.831991,-73.919124
Brokered by Brown Harris Stevens,Co-op,359000,2,1,850.0,Manhattan,"1901 Madison Ave Apt 412Manhattan, NY 10035",New York,New York County,New York,40.804259,-73.9415268
NoBroker,Condo,771770,2,2,710.0,Flushing,"134-16 35th Ave Unit 11DFlushing, NY 11354",New York,Queens County,Queens,40.7639577,-73.8325965
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo,3550000,3,2,2693.0,New York,"144 W 18th St Apt 3ENew York, NY 10011",New York,New York County,New York,40.7404065,-73.9970822
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,Townhouse,9750000,8,7,7228.0,New York,"53 E 64th St Unit ThNew York, NY 10065",United States,New York,New York County,40.7664631,-73.9679613
Brokered by BHHS New York Properties,Co-op,4395000,6,4,2700.0,New York,"47 E 88th St Unit 4CNew York, NY 10128",New York,New York County,New York,40.7822272,-73.9575194
Brokered by Corcoran East Side,Co-op,695000,1,2,2184.207862,New York,"955 Lexington Ave # 11ANew York, NY 10021",New York,New York County,New York,40.7687538,-73.9631311
Brokered by EXIT REALTY FIRST CHOICE,Multi-family home,1398000,4,2,2184.207862,Fresh Meadows,"73-28 173rd StFresh Meadows, NY 11366",United States,New York,Queens County,40.7283735,-73.7970194
